Timestamp	Process	TID	Area	Category	EventID	Level	Message	Correlation
09/26/2016 01:45:39.166 	com.microsoft.Office365ServiceV2	0xb0197000	                        com.microsoft.Office365ServiceV2	Experiment Liblet	bdlx2	Information 	FeatureList {"Source": "Ecs", "FeatureName": "ofhe6bvz6rul4q0"}	FCF82A11-8C1F-4767-A436-F7C89404AEC3 
09/26/2016 01:45:39.166 	com.microsoft.Office365ServiceV2	0xb0197000	                        com.microsoft.Office365ServiceV2	Experiment Liblet	bdlx2	Information 	FeatureList {"Source": "Ecs", "FeatureName": "of24c465f5qmvv0"}	FCF82A11-8C1F-4767-A436-F7C89404AEC3 
09/26/2016 01:45:39.166 	com.microsoft.Office365ServiceV2	0xb0197000	                        com.microsoft.Office365ServiceV2	Experiment Liblet	a9k2o	Information 	Could not get current app {"ExeName": "office365servicev2"}	FCF82A11-8C1F-4767-A436-F7C89404AEC3 
09/26/2016 01:45:39.166 	com.microsoft.Office365ServiceV2	0xb0197000	                        com.microsoft.Office365ServiceV2	Experiment Liblet	a9k2o	Information 	Could not get current app {"ExeName": "office365servicev2"}	FCF82A11-8C1F-4767-A436-F7C89404AEC3 
09/26/2016 01:45:39.166 	com.microsoft.Office365ServiceV2	0xb0197000	                        com.microsoft.Office365ServiceV2	Experiment Liblet	a9k2o	Information 	Could not get current app {"ExeName": "office365servicev2"}	FCF82A11-8C1F-4767-A436-F7C89404AEC3 
09/26/2016 01:45:39.166 	com.microsoft.Office365ServiceV2	0xb0197000	                        com.microsoft.Office365ServiceV2	Experiment Liblet	bcjel	Information 	Could not get stored Dogfood string	FCF82A11-8C1F-4767-A436-F7C89404AEC3 
09/26/2016 01:45:39.166 	com.microsoft.Office365ServiceV2	0xb0197000	                        com.microsoft.Office365ServiceV2	Experiment Liblet	a9k2o	Information 	Could not get current app {"ExeName": "office365servicev2"}	FCF82A11-8C1F-4767-A436-F7C89404AEC3 
09/26/2016 01:45:39.166 	com.microsoft.Office365ServiceV2	0xb0197000	                        com.microsoft.Office365ServiceV2	Experiment Liblet	a9k2o	Information 	Could not get current app {"ExeName": "office365servicev2"}	FCF82A11-8C1F-4767-A436-F7C89404AEC3 
09/26/2016 01:45:39.166 	com.microsoft.Office365ServiceV2	0xb0197000	                        com.microsoft.Office365ServiceV2	Experiment Liblet	a9k2o	Information 	Could not get current app {"ExeName": "office365servicev2"}	FCF82A11-8C1F-4767-A436-F7C89404AEC3 
09/26/2016 01:45:39.166 	com.microsoft.Office365ServiceV2	0xb0197000	                        com.microsoft.Office365ServiceV2	Experiment Liblet	bd9vd	Information 	In PopulateFeatureNameForFlight {"FeatureName": "Microsoft.Office.Experiment.PollingDuration", "Flight Name": "ofecgl4pfbgfif0"}	FCF82A11-8C1F-4767-A436-F7C89404AEC3 
09/26/2016 01:45:39.166 	com.microsoft.Office365ServiceV2	0xb0197000	                        com.microsoft.Office365ServiceV2	Experiment Liblet	a9k2o	Information 	Could not get current app {"ExeName": "office365servicev2"}	FCF82A11-8C1F-4767-A436-F7C89404AEC3 
09/26/2016 01:45:39.166 	com.microsoft.Office365ServiceV2	0xb0197000	                        com.microsoft.Office365ServiceV2	Experiment Liblet	a9k2o	Information 	Could not get current app {"ExeName": "office365servicev2"}	FCF82A11-8C1F-4767-A436-F7C89404AEC3 
09/26/2016 01:45:39.166 	com.microsoft.Office365ServiceV2	0xb0197000	                        com.microsoft.Office365ServiceV2	Experiment Liblet	a9k2o	Information 	Could not get current app {"ExeName": "office365servicev2"}	FCF82A11-8C1F-4767-A436-F7C89404AEC3 
09/26/2016 01:45:39.166 	com.microsoft.Office365ServiceV2	0xb0629000	                        com.microsoft.Office365ServiceV2	Experiment Liblet	benmp	Information 	Creating Edge request {"RequestGUID": "DD05D3D7-92D6-5C4E-A406-DC032729A3EC"}	FCF82A11-8C1F-4767-A436-F7C89404AEC3 
09/26/2016 01:45:39.167 	com.microsoft.Office365ServiceV2	0xb0629000	                        com.microsoft.Office365ServiceV2	Experiment Liblet	bbpzt	Information 	CachedFlightsNumberLineInfo {"CachedFlightsNumberLineInfo": "preallocation=allexpusers"}	FCF82A11-8C1F-4767-A436-F7C89404AEC3 
09/26/2016 01:45:39.167 	com.microsoft.Office365ServiceV2	0xb0629000	                        com.microsoft.Office365ServiceV2	Experiment Liblet	bekuu	Information 	Setting the callback for validation.	FCF82A11-8C1F-4767-A436-F7C89404AEC3 
09/26/2016 01:45:39.167 	com.microsoft.Office365ServiceV2	0xb0629000	                        com.microsoft.Office365ServiceV2	Experiment Liblet	bdlx1	Information 	Could not retrieve flights from persistent cache	FCF82A11-8C1F-4767-A436-F7C89404AEC3 
09/26/2016 01:45:39.167 	com.microsoft.Office365ServiceV2	0xb0629000	                        com.microsoft.Office365ServiceV2	Experiment Liblet	a9k2o	Information 	Could not get current app {"ExeName": "office365servicev2"}	FCF82A11-8C1F-4767-A436-F7C89404AEC3 
09/26/2016 01:45:39.167 	com.microsoft.Office365ServiceV2	0xb0115000	                        com.microsoft.Office365ServiceV2	Experiment Liblet	a9k2o	Information 	Could not get current app {"ExeName": "office365servicev2"}	FCF82A11-8C1F-4767-A436-F7C89404AEC3 
09/26/2016 01:45:39.170 	com.microsoft.Office365ServiceV2	0xb029b000	                        com.microsoft.Office365ServiceV2	Identity Authentication Client	awuur	Information 	[IdentityManager] AreCredsDifferent {"Message": "Background Tasks with differences.", "IdentityProvider": "ADAL", "Size": 0}	FCF82A11-8C1F-4767-A436-F7C89404AEC3 
09/26/2016 01:45:39.172 	com.microsoft.Office365ServiceV2	0xb029b000	                        com.microsoft.Office365ServiceV2	Identity Authentication Client	awuug	Information 	[IdentityManager] CreateProfileManagerIfNeeded {"Message": "Initializing Profiles."}	FCF82A11-8C1F-4767-A436-F7C89404AEC3 
09/26/2016 01:45:39.218 	com.microsoft.Office365ServiceV2	0xb0219000	                        com.microsoft.Office365ServiceV2	IdentityAuthenticationCredStore	ibzd0	Information 	[COfficeCredStore] GetAuthScheme {"Message": "AuthScheme for Url.", "Proxy": "Proxy", "Url": "<Url is PII>", "AuthScheme": 0}	FCF82A11-8C1F-4767-A436-F7C89404AEC3 
09/26/2016 01:45:39.218 	com.microsoft.Office365ServiceV2	0xb0219000	                        com.microsoft.Office365ServiceV2	IdentityDocToServiceMapping	azr7p	Information 	[DocToServiceMapping] GetLiveIdServiceParams {"Message": "No service params for Url.", "Url": "<Url is PII>", "DomainOnly": false}	FCF82A11-8C1F-4767-A436-F7C89404AEC3 
09/26/2016 01:45:39.218 	com.microsoft.Office365ServiceV2	0xb0219000	                        com.microsoft.Office365ServiceV2	IdentityAuthenticationCredStore	ibzd0	Information 	[COfficeCredStore] GetAuthScheme {"Message": "AuthScheme for Url.", "Proxy": "Server", "Url": "<Url is PII>", "AuthScheme": 0}	FCF82A11-8C1F-4767-A436-F7C89404AEC3 
09/26/2016 01:45:39.239 	com.microsoft.Office365ServiceV2	0xb0219000	                        com.microsoft.Office365ServiceV2	Experiment Liblet	a9k2o	Information 	Could not get current app {"ExeName": "office365servicev2"}	FCF82A11-8C1F-4767-A436-F7C89404AEC3 
09/26/2016 01:45:39.239 	com.microsoft.Office365ServiceV2	0xb0219000	                        com.microsoft.Office365ServiceV2	Experiment Liblet	a9k2o	Information 	Could not get current app {"ExeName": "office365servicev2"}	FCF82A11-8C1F-4767-A436-F7C89404AEC3 
